,url,gender,age,age_1,age_2,marital_status,education,country
0,http://sleepanddreamdatabase.org/dream/person?personid=gackenbach:lucid:709,,,,,,,
0,http://sleepanddreamdatabase.org/dream/person?personid=gackenbach:lucid:705,,,,,,,
0,http://sleepanddreamdatabase.org/dream/person?personid=gackenbach:lucid:695,,,,,,,
0,http://sleepanddreamdatabase.org/dream/person?personid=gackenbach:lucid:689,,,,,,,
0,http://sleepanddreamdatabase.org/dream/person?personid=gackenbach:lucid:687,,,,,,,
0,http://sleepanddreamdatabase.org/dream/person?personid=gackenbach:lucid:674,,,,,,,
0,http://sleepanddreamdatabase.org/dream/person?personid=gackenbach:lucid:667,,,,,,,
0,http://sleepanddreamdatabase.org/dream/person?personid=gackenbach:lucid:664,,,,,,,
0,http://sleepanddreamdatabase.org/dream/person?personid=gackenbach:lucid:661,,,,,,,
0,http://sleepanddreamdatabase.org/dream/person?personid=gackenbach:lucid:660,,,,,,,
0,http://sleepanddreamdatabase.org/dream/person?personid=gackenbach:lucid:659,,,,,,,
0,http://sleepanddreamdatabase.org/dream/person?personid=gackenbach:lucid:656,,,,,,,
0,http://sleepanddreamdatabase.org/dream/person?personid=gackenbach:lucid:647,,,,,,,
0,http://sleepanddreamdatabase.org/dream/person?personid=gackenbach:lucid:640,,,,,,,
0,http://sleepanddreamdatabase.org/dream/person?personid=gackenbach:lucid:638,,,,,,,
0,http://sleepanddreamdatabase.org/dream/person?personid=gackenbach:lucid:637,,,,,,,
0,http://sleepanddreamdatabase.org/dream/person?personid=gackenbach:lucid:633,,,,,,,
0,http://sleepanddreamdatabase.org/dream/person?personid=gackenbach:lucid:632,,,,,,,
0,http://sleepanddreamdatabase.org/dream/person?personid=gackenbach:lucid:631,,,,,,,
0,http://sleepanddreamdatabase.org/dream/person?personid=gackenbach:lucid:628,,,,,,,
0,http://sleepanddreamdatabase.org/dream/person?personid=gackenbach:lucid:627,,,,,,,
0,http://sleepanddreamdatabase.org/dream/person?personid=gackenbach:lucid:626,,,,,,,
0,http://sleepanddreamdatabase.org/dream/person?personid=gackenbach:lucid:623,,,,,,,
0,http://sleepanddreamdatabase.org/dream/person?personid=gackenbach:lucid:621,,,,,,,
0,http://sleepanddreamdatabase.org/dream/person?personid=gackenbach:lucid:620,,,,,,,
0,http://sleepanddreamdatabase.org/dream/person?personid=gackenbach:lucid:616,,,,,,,
0,http://sleepanddreamdatabase.org/dream/person?personid=gackenbach:lucid:613,,,,,,,
0,http://sleepanddreamdatabase.org/dream/person?personid=gackenbach:lucid:612,,,,,,,
0,http://sleepanddreamdatabase.org/dream/person?personid=gackenbach:lucid:607,,,,,,,
0,http://sleepanddreamdatabase.org/dream/person?personid=gackenbach:lucid:603,,,,,,,
0,http://sleepanddreamdatabase.org/dream/person?personid=gackenbach:lucid:601,,,,,,,
0,http://sleepanddreamdatabase.org/dream/person?personid=gackenbach:lucid:598,,,,,,,
0,http://sleepanddreamdatabase.org/dream/person?personid=gackenbach:lucid:587,,,,,,,
0,http://sleepanddreamdatabase.org/dream/person?personid=gackenbach:lucid:584,,,,,,,
0,http://sleepanddreamdatabase.org/dream/person?personid=gackenbach:lucid:582,,,,,,,
0,http://sleepanddreamdatabase.org/dream/person?personid=gackenbach:lucid:580,,,,,,,
0,http://sleepanddreamdatabase.org/dream/person?personid=gackenbach:lucid:578,,,,,,,
0,http://sleepanddreamdatabase.org/dream/person?personid=gackenbach:lucid:577,,,,,,,
0,http://sleepanddreamdatabase.org/dream/person?personid=gackenbach:lucid:576,,,,,,,
0,http://sleepanddreamdatabase.org/dream/person?personid=gackenbach:lucid:574,,,,,,,
0,http://sleepanddreamdatabase.org/dream/person?personid=gackenbach:lucid:570,,,,,,,
0,http://sleepanddreamdatabase.org/dream/person?personid=gackenbach:lucid:568,,,,,,,
0,http://sleepanddreamdatabase.org/dream/person?personid=gackenbach:lucid:567,,,,,,,
0,http://sleepanddreamdatabase.org/dream/person?personid=gackenbach:lucid:563,,,,,,,
0,http://sleepanddreamdatabase.org/dream/person?personid=gackenbach:lucid:562,,,,,,,
0,http://sleepanddreamdatabase.org/dream/person?personid=gackenbach:lucid:561,,,,,,,
0,http://sleepanddreamdatabase.org/dream/person?personid=gackenbach:lucid:560,,,,,,,
0,http://sleepanddreamdatabase.org/dream/person?personid=gackenbach:lucid:558,,,,,,,
0,http://sleepanddreamdatabase.org/dream/person?personid=gackenbach:lucid:550,,,,,,,
0,http://sleepanddreamdatabase.org/dream/person?personid=gackenbach:lucid:549,,,,,,,
0,http://sleepanddreamdatabase.org/dream/person?personid=gackenbach:lucid:547,,,,,,,
0,http://sleepanddreamdatabase.org/dream/person?personid=gackenbach:lucid:546,,,,,,,
0,http://sleepanddreamdatabase.org/dream/person?personid=gackenbach:lucid:543,,,,,,,
0,http://sleepanddreamdatabase.org/dream/person?personid=gackenbach:lucid:538,,,,,,,
0,http://sleepanddreamdatabase.org/dream/person?personid=gackenbach:lucid:537,,,,,,,
0,http://sleepanddreamdatabase.org/dream/person?personid=gackenbach:lucid:530,,,,,,,
0,http://sleepanddreamdatabase.org/dream/person?personid=gackenbach:lucid:529,,,,,,,
0,http://sleepanddreamdatabase.org/dream/person?personid=gackenbach:lucid:524,,,,,,,
0,http://sleepanddreamdatabase.org/dream/person?personid=gackenbach:lucid:521,,,,,,,
0,http://sleepanddreamdatabase.org/dream/person?personid=gackenbach:lucid:515,,,,,,,
0,http://sleepanddreamdatabase.org/dream/person?personid=gackenbach:lucid:513,,,,,,,
0,http://sleepanddreamdatabase.org/dream/person?personid=gackenbach:lucid:509,,,,,,,
0,http://sleepanddreamdatabase.org/dream/person?personid=gackenbach:lucid:507,,,,,,,
0,http://sleepanddreamdatabase.org/dream/person?personid=gackenbach:lucid:502,,,,,,,
0,http://sleepanddreamdatabase.org/dream/person?personid=gackenbach:lucid:501,,,,,,,
0,http://sleepanddreamdatabase.org/dream/person?personid=gackenbach:lucid:500,,,,,,,
0,http://sleepanddreamdatabase.org/dream/person?personid=gackenbach:lucid:498,,,,,,,
0,http://sleepanddreamdatabase.org/dream/person?personid=gackenbach:lucid:497,,,,,,,
0,http://sleepanddreamdatabase.org/dream/person?personid=gackenbach:lucid:495,,,,,,,
0,http://sleepanddreamdatabase.org/dream/person?personid=gackenbach:lucid:493,,,,,,,
0,http://sleepanddreamdatabase.org/dream/person?personid=gackenbach:lucid:492,,,,,,,
0,http://sleepanddreamdatabase.org/dream/person?personid=gackenbach:lucid:491,,,,,,,
0,http://sleepanddreamdatabase.org/dream/person?personid=gackenbach:lucid:490,,,,,,,
0,http://sleepanddreamdatabase.org/dream/person?personid=gackenbach:lucid:484,,,,,,,
0,http://sleepanddreamdatabase.org/dream/person?personid=gackenbach:lucid:482,,,,,,,
0,http://sleepanddreamdatabase.org/dream/person?personid=gackenbach:lucid:481,,,,,,,
0,http://sleepanddreamdatabase.org/dream/person?personid=gackenbach:lucid:479,,,,,,,
0,http://sleepanddreamdatabase.org/dream/person?personid=gackenbach:lucid:477,,,,,,,
0,http://sleepanddreamdatabase.org/dream/person?personid=gackenbach:lucid:472,,,,,,,
0,http://sleepanddreamdatabase.org/dream/person?personid=gackenbach:lucid:468,,,,,,,
0,http://sleepanddreamdatabase.org/dream/person?personid=gackenbach:lucid:464,,,,,,,
0,http://sleepanddreamdatabase.org/dream/person?personid=gackenbach:lucid:462,,,,,,,
0,http://sleepanddreamdatabase.org/dream/person?personid=gackenbach:lucid:459,,,,,,,
0,http://sleepanddreamdatabase.org/dream/person?personid=gackenbach:lucid:456,,,,,,,
0,http://sleepanddreamdatabase.org/dream/person?personid=gackenbach:lucid:450,,,,,,,
0,http://sleepanddreamdatabase.org/dream/person?personid=gackenbach:lucid:448,,,,,,,
0,http://sleepanddreamdatabase.org/dream/person?personid=gackenbach:lucid:444,,,,,,,
0,http://sleepanddreamdatabase.org/dream/person?personid=gackenbach:lucid:443,,,,,,,
0,http://sleepanddreamdatabase.org/dream/person?personid=gackenbach:lucid:442,,,,,,,
0,http://sleepanddreamdatabase.org/dream/person?personid=gackenbach:lucid:441,,,,,,,
0,http://sleepanddreamdatabase.org/dream/person?personid=gackenbach:lucid:436,,,,,,,
0,http://sleepanddreamdatabase.org/dream/person?personid=gackenbach:lucid:433,,,,,,,
0,http://sleepanddreamdatabase.org/dream/person?personid=gackenbach:lucid:430,,,,,,,
0,http://sleepanddreamdatabase.org/dream/person?personid=gackenbach:lucid:428,,,,,,,
0,http://sleepanddreamdatabase.org/dream/person?personid=gackenbach:lucid:425,,,,,,,
0,http://sleepanddreamdatabase.org/dream/person?personid=gackenbach:lucid:404,,,,,,,
0,http://sleepanddreamdatabase.org/dream/person?personid=gackenbach:lucid:403,,,,,,,
0,http://sleepanddreamdatabase.org/dream/person?personid=gackenbach:lucid:402,,,,,,,
0,http://sleepanddreamdatabase.org/dream/person?personid=gackenbach:lucid:400,,,,,,,
0,http://sleepanddreamdatabase.org/dream/person?personid=gackenbach:lucid:395,,,,,,,
0,http://sleepanddreamdatabase.org/dream/person?personid=gackenbach:lucid:392,,,,,,,
0,http://sleepanddreamdatabase.org/dream/person?personid=gackenbach:lucid:385,,,,,,,
0,http://sleepanddreamdatabase.org/dream/person?personid=gackenbach:lucid:379,,,,,,,
0,http://sleepanddreamdatabase.org/dream/person?personid=gackenbach:lucid:376,,,,,,,
0,http://sleepanddreamdatabase.org/dream/person?personid=gackenbach:lucid:371,,,,,,,
0,http://sleepanddreamdatabase.org/dream/person?personid=gackenbach:lucid:368,,,,,,,
0,http://sleepanddreamdatabase.org/dream/person?personid=gackenbach:lucid:365,,,,,,,
0,http://sleepanddreamdatabase.org/dream/person?personid=gackenbach:lucid:364,,,,,,,
0,http://sleepanddreamdatabase.org/dream/person?personid=gackenbach:lucid:361,,,,,,,
0,http://sleepanddreamdatabase.org/dream/person?personid=gackenbach:lucid:360,,,,,,,
0,http://sleepanddreamdatabase.org/dream/person?personid=gackenbach:lucid:357,,,,,,,
0,http://sleepanddreamdatabase.org/dream/person?personid=gackenbach:lucid:355,,,,,,,
0,http://sleepanddreamdatabase.org/dream/person?personid=gackenbach:lucid:351,,,,,,,
0,http://sleepanddreamdatabase.org/dream/person?personid=gackenbach:lucid:349,,,,,,,
0,http://sleepanddreamdatabase.org/dream/person?personid=gackenbach:lucid:344,,,,,,,
0,http://sleepanddreamdatabase.org/dream/person?personid=gackenbach:lucid:343,,,,,,,
0,http://sleepanddreamdatabase.org/dream/person?personid=gackenbach:lucid:335,,,,,,,
0,http://sleepanddreamdatabase.org/dream/person?personid=gackenbach:lucid:330,,,,,,,
0,http://sleepanddreamdatabase.org/dream/person?personid=gackenbach:lucid:322,,,,,,,
0,http://sleepanddreamdatabase.org/dream/person?personid=gackenbach:lucid:320,,,,,,,
0,http://sleepanddreamdatabase.org/dream/person?personid=gackenbach:lucid:316,,,,,,,
0,http://sleepanddreamdatabase.org/dream/person?personid=gackenbach:lucid:311,,,,,,,
0,http://sleepanddreamdatabase.org/dream/person?personid=gackenbach:lucid:308,,,,,,,
0,http://sleepanddreamdatabase.org/dream/person?personid=gackenbach:lucid:305,,,,,,,
0,http://sleepanddreamdatabase.org/dream/person?personid=gackenbach:lucid:304,,,,,,,
0,http://sleepanddreamdatabase.org/dream/person?personid=gackenbach:lucid:300,,,,,,,
0,http://sleepanddreamdatabase.org/dream/person?personid=gackenbach:lucid:297,,,,,,,
0,http://sleepanddreamdatabase.org/dream/person?personid=gackenbach:lucid:291,,,,,,,
0,http://sleepanddreamdatabase.org/dream/person?personid=gackenbach:lucid:290,,,,,,,
0,http://sleepanddreamdatabase.org/dream/person?personid=gackenbach:lucid:286,,,,,,,
0,http://sleepanddreamdatabase.org/dream/person?personid=gackenbach:lucid:285,,,,,,,
0,http://sleepanddreamdatabase.org/dream/person?personid=gackenbach:lucid:284,,,,,,,
0,http://sleepanddreamdatabase.org/dream/person?personid=gackenbach:lucid:283,,,,,,,
0,http://sleepanddreamdatabase.org/dream/person?personid=gackenbach:lucid:274,,,,,,,
0,http://sleepanddreamdatabase.org/dream/person?personid=gackenbach:lucid:271,,,,,,,
0,http://sleepanddreamdatabase.org/dream/person?personid=gackenbach:lucid:267,,,,,,,
0,http://sleepanddreamdatabase.org/dream/person?personid=gackenbach:lucid:266,,,,,,,
0,http://sleepanddreamdatabase.org/dream/person?personid=gackenbach:lucid:264,,,,,,,
0,http://sleepanddreamdatabase.org/dream/person?personid=gackenbach:lucid:260,,,,,,,
0,http://sleepanddreamdatabase.org/dream/person?personid=gackenbach:lucid:257,,,,,,,
0,http://sleepanddreamdatabase.org/dream/person?personid=gackenbach:lucid:255,,,,,,,
0,http://sleepanddreamdatabase.org/dream/person?personid=gackenbach:lucid:254,,,,,,,
0,http://sleepanddreamdatabase.org/dream/person?personid=gackenbach:lucid:251,,,,,,,
0,http://sleepanddreamdatabase.org/dream/person?personid=gackenbach:lucid:250,,,,,,,
0,http://sleepanddreamdatabase.org/dream/person?personid=gackenbach:lucid:248,,,,,,,
0,http://sleepanddreamdatabase.org/dream/person?personid=gackenbach:lucid:244,,,,,,,
0,http://sleepanddreamdatabase.org/dream/person?personid=gackenbach:lucid:239,,,,,,,
0,http://sleepanddreamdatabase.org/dream/person?personid=gackenbach:lucid:238,,,,,,,
0,http://sleepanddreamdatabase.org/dream/person?personid=gackenbach:lucid:235,,,,,,,
0,http://sleepanddreamdatabase.org/dream/person?personid=gackenbach:lucid:231,,,,,,,
0,http://sleepanddreamdatabase.org/dream/person?personid=gackenbach:lucid:230,,,,,,,
0,http://sleepanddreamdatabase.org/dream/person?personid=gackenbach:lucid:225,,,,,,,
0,http://sleepanddreamdatabase.org/dream/person?personid=gackenbach:lucid:224,,,,,,,
0,http://sleepanddreamdatabase.org/dream/person?personid=gackenbach:lucid:222,,,,,,,
0,http://sleepanddreamdatabase.org/dream/person?personid=gackenbach:lucid:219,,,,,,,
0,http://sleepanddreamdatabase.org/dream/person?personid=gackenbach:lucid:215,,,,,,,
0,http://sleepanddreamdatabase.org/dream/person?personid=gackenbach:lucid:209,,,,,,,
0,http://sleepanddreamdatabase.org/dream/person?personid=gackenbach:lucid:203,,,,,,,
0,http://sleepanddreamdatabase.org/dream/person?personid=gackenbach:lucid:199,,,,,,,
0,http://sleepanddreamdatabase.org/dream/person?personid=gackenbach:lucid:187,,,,,,,
0,http://sleepanddreamdatabase.org/dream/person?personid=gackenbach:lucid:183,,,,,,,
0,http://sleepanddreamdatabase.org/dream/person?personid=gackenbach:lucid:177,,,,,,,
0,http://sleepanddreamdatabase.org/dream/person?personid=gackenbach:lucid:174,,,,,,,
0,http://sleepanddreamdatabase.org/dream/person?personid=gackenbach:lucid:173,,,,,,,
0,http://sleepanddreamdatabase.org/dream/person?personid=gackenbach:lucid:172,,,,,,,
0,http://sleepanddreamdatabase.org/dream/person?personid=gackenbach:lucid:171,,,,,,,
0,http://sleepanddreamdatabase.org/dream/person?personid=gackenbach:lucid:167,,,,,,,
0,http://sleepanddreamdatabase.org/dream/person?personid=gackenbach:lucid:165,,,,,,,
0,http://sleepanddreamdatabase.org/dream/person?personid=gackenbach:lucid:154,,,,,,,
0,http://sleepanddreamdatabase.org/dream/person?personid=gackenbach:lucid:153,,,,,,,
0,http://sleepanddreamdatabase.org/dream/person?personid=gackenbach:lucid:150,,,,,,,
0,http://sleepanddreamdatabase.org/dream/person?personid=gackenbach:lucid:149,,,,,,,
0,http://sleepanddreamdatabase.org/dream/person?personid=gackenbach:lucid:145,,,,,,,
0,http://sleepanddreamdatabase.org/dream/person?personid=gackenbach:lucid:144,,,,,,,
0,http://sleepanddreamdatabase.org/dream/person?personid=gackenbach:lucid:138,,,,,,,
0,http://sleepanddreamdatabase.org/dream/person?personid=gackenbach:lucid:137,,,,,,,
0,http://sleepanddreamdatabase.org/dream/person?personid=gackenbach:lucid:131,,,,,,,
0,http://sleepanddreamdatabase.org/dream/person?personid=gackenbach:lucid:122,,,,,,,
0,http://sleepanddreamdatabase.org/dream/person?personid=gackenbach:lucid:117,,,,,,,
0,http://sleepanddreamdatabase.org/dream/person?personid=gackenbach:lucid:114,,,,,,,
0,http://sleepanddreamdatabase.org/dream/person?personid=gackenbach:lucid:106,,,,,,,
0,http://sleepanddreamdatabase.org/dream/person?personid=gackenbach:lucid:104,,,,,,,
0,http://sleepanddreamdatabase.org/dream/person?personid=gackenbach:lucid:102,,,,,,,
0,http://sleepanddreamdatabase.org/dream/person?personid=gackenbach:lucid:84,,,,,,,
0,http://sleepanddreamdatabase.org/dream/person?personid=gackenbach:lucid:76,,,,,,,
0,http://sleepanddreamdatabase.org/dream/person?personid=gackenbach:lucid:74,,,,,,,
0,http://sleepanddreamdatabase.org/dream/person?personid=gackenbach:lucid:69,,,,,,,
0,http://sleepanddreamdatabase.org/dream/person?personid=gackenbach:lucid:64,,,,,,,
0,http://sleepanddreamdatabase.org/dream/person?personid=gackenbach:lucid:48,,,,,,,
0,http://sleepanddreamdatabase.org/dream/person?personid=gackenbach:lucid:43,,,,,,,
0,http://sleepanddreamdatabase.org/dream/person?personid=gackenbach:lucid:42,,,,,,,
0,http://sleepanddreamdatabase.org/dream/person?personid=gackenbach:lucid:40,,,,,,,
0,http://sleepanddreamdatabase.org/dream/person?personid=gackenbach:lucid:36,,,,,,,
0,http://sleepanddreamdatabase.org/dream/person?personid=gackenbach:lucid:34,,,,,,,
0,http://sleepanddreamdatabase.org/dream/person?personid=gackenbach:lucid:19,,,,,,,
0,http://sleepanddreamdatabase.org/dream/person?personid=gackenbach:lucid:14,,,,,,,
0,http://sleepanddreamdatabase.org/dream/person?personid=gackenbach:lucid:13,,,,,,,
0,http://sleepanddreamdatabase.org/dream/person?personid=gackenbach:lucid:11,,,,,,,
0,http://sleepanddreamdatabase.org/dream/person?personid=gackenbach:lucid:8,,,,,,,
0,http://sleepanddreamdatabase.org/dream/person?personid=gackenbach:lucid:6,,,,,,,
0,http://sleepanddreamdatabase.org/dream/person?personid=gackenbach:lucid:3,,,,,,,
0,http://sleepanddreamdatabase.org/dream/person?personid=gackenbach_nightmares_2010_53,,,,,,,
0,http://sleepanddreamdatabase.org/dream/person?personid=gackenbach_nightmares_2010_3,,,,,,,
0,http://sleepanddreamdatabase.org/dream/person?personid=gackenbach_nightmares_2010_124,,,,,,,
0,http://sleepanddreamdatabase.org/dream/person?personid=gackenbach_nightmares_2010_13,,,,,,,
0,http://sleepanddreamdatabase.org/dream/person?personid=gackenbach_nightmares_2010_131,,,,,,,
0,http://sleepanddreamdatabase.org/dream/person?personid=gackenbach_nightmares_2010_72,,,,,,,
0,http://sleepanddreamdatabase.org/dream/person?personid=gackenbach_nightmares_2010_26,,,,,,,
0,http://sleepanddreamdatabase.org/dream/person?personid=gackenbach_nightmares_2010_37,,,,,,,
0,http://sleepanddreamdatabase.org/dream/person?personid=gackenbach_nightmares_2010_49,,,,,,,
0,http://sleepanddreamdatabase.org/dream/person?personid=gackenbach_nightmares_2010_44,,,,,,,
0,http://sleepanddreamdatabase.org/dream/person?personid=gackenbach_nightmares_2010_116,,,,,,,
0,http://sleepanddreamdatabase.org/dream/person?personid=gackenbach_nightmares_2010_78,,,,,,,
0,http://sleepanddreamdatabase.org/dream/person?personid=gackenbach_nightmares_2010_2,,,,,,,
0,http://sleepanddreamdatabase.org/dream/person?personid=gackenbach_nightmares_2010_50,,,,,,,
0,http://sleepanddreamdatabase.org/dream/person?personid=gackenbach_nightmares_2010_17,,,,,,,
0,http://sleepanddreamdatabase.org/dream/person?personid=gackenbach_nightmares_2010_22,,,,,,,
0,http://sleepanddreamdatabase.org/dream/person?personid=gackenbach_nightmares_2010_107,,,,,,,
0,http://sleepanddreamdatabase.org/dream/person?personid=gackenbach_nightmares_2010_79,,,,,,,
0,http://sleepanddreamdatabase.org/dream/person?personid=gackenbach_nightmares_2010_98,,,,,,,
0,http://sleepanddreamdatabase.org/dream/person?personid=gackenbach_nightmares_2010_70,,,,,,,
0,http://sleepanddreamdatabase.org/dream/person?personid=gackenbach_nightmares_2010_6,,,,,,,
0,http://sleepanddreamdatabase.org/dream/person?personid=gackenbach_nightmares_2010_66,,,,,,,
0,http://sleepanddreamdatabase.org/dream/person?personid=gackenbach_nightmares_2010_96,,,,,,,
0,http://sleepanddreamdatabase.org/dream/person?personid=harris_2011:008503,Male,44,,,Married,"Completed some college, but no degree",
0,http://sleepanddreamdatabase.org/dream/person?personid=harris_2011:008467,Male,68,,,"Single, never married","College graduate (e.g., B.A., A.B., B.S.)",
0,http://sleepanddreamdatabase.org/dream/person?personid=harris_2011:008387,Female,72,,,Married,"High school graduate or equivalent (e.g., GED)",
0,http://sleepanddreamdatabase.org/dream/person?personid=harris_2011:008344,Male,73,,,Married,Completed some high school,
0,http://sleepanddreamdatabase.org/dream/person?personid=harris_2011:008256,Female,32,,,"Single, never married","Completed some college, but no degree",
0,http://sleepanddreamdatabase.org/dream/person?personid=harris_2011:008233,Female,71,,,Married,"High school graduate or equivalent (e.g., GED)",
0,http://sleepanddreamdatabase.org/dream/person?personid=harris_2011:008228,Male,40,,,Married,"High school graduate or equivalent (e.g., GED)",
0,http://sleepanddreamdatabase.org/dream/person?personid=harris_2011:008222,Male,22,,,"Single, never married",Associate's degree,
0,http://sleepanddreamdatabase.org/dream/person?personid=harris_2011:008202,Male,54,,,Married,"College graduate (e.g., B.A., A.B., B.S.)",
0,http://sleepanddreamdatabase.org/dream/person?personid=harris_2011:008197,Male,63,,,Divorced,"High school graduate or equivalent (e.g., GED)",
0,http://sleepanddreamdatabase.org/dream/person?personid=harris_2011:008167,Female,37,,,Married,"College graduate (e.g., B.A., A.B., B.S.)",
0,http://sleepanddreamdatabase.org/dream/person?personid=harris_2011:008041,Male,64,,,Married,"Completed some college, but no degree",
0,http://sleepanddreamdatabase.org/dream/person?personid=harris_2011:008013,Male,69,,,Married,Completed some high school,
0,http://sleepanddreamdatabase.org/dream/person?personid=harris_2011:007981,Male,57,,,"Single, never married","Completed some college, but no degree",
0,http://sleepanddreamdatabase.org/dream/person?personid=harris_2011:007924,Female,33,,,Married,"Completed some college, but no degree",
0,http://sleepanddreamdatabase.org/dream/person?personid=harris_2011:007886,Male,72,,,Married,"High school graduate or equivalent (e.g., GED)",
0,http://sleepanddreamdatabase.org/dream/person?personid=harris_2011:007885,Female,56,,,Divorced,"High school graduate or equivalent (e.g., GED)",
0,http://sleepanddreamdatabase.org/dream/person?personid=harris_2011:007866,Female,54,,,Divorced,"Completed some college, but no degree",
0,http://sleepanddreamdatabase.org/dream/person?personid=harris_2011:007853,Male,60,,,Married,"Completed some college, but no degree",
0,http://sleepanddreamdatabase.org/dream/person?personid=harris_2011:007851,Female,24,,,Living with partner,"High school graduate or equivalent (e.g., GED)",
0,http://sleepanddreamdatabase.org/dream/person?personid=harris_2011:007838,Female,27,,,Married,Completed some high school,
0,http://sleepanddreamdatabase.org/dream/person?personid=harris_2011:007801,Male,63,,,Married,"High school graduate or equivalent (e.g., GED)",
0,http://sleepanddreamdatabase.org/dream/person?personid=harris_2011:007738,Male,67,,,Married,"College graduate (e.g., B.A., A.B., B.S.)",
0,http://sleepanddreamdatabase.org/dream/person?personid=harris_2011:007704,Female,25,,,Married,"College graduate (e.g., B.A., A.B., B.S.)",
0,http://sleepanddreamdatabase.org/dream/person?personid=harris_2011:007703,Female,63,,,Married,"Completed graduate school (e.g., M.S., M.D., Ph.D.)",
0,http://sleepanddreamdatabase.org/dream/person?personid=harris_2011:007699,Male,51,,,Married,"High school graduate or equivalent (e.g., GED)",
0,http://sleepanddreamdatabase.org/dream/person?personid=harris_2011:007696,Female,58,,,Widowed,"High school graduate or equivalent (e.g., GED)",
0,http://sleepanddreamdatabase.org/dream/person?personid=harris_2011:007690,Male,38,,,"Single, never married","Completed some college, but no degree",
0,http://sleepanddreamdatabase.org/dream/person?personid=harris_2011:007688,Female,60,,,Married,Associate's degree,
0,http://sleepanddreamdatabase.org/dream/person?personid=harris_2011:007682,Male,49,,,"Single, never married","High school graduate or equivalent (e.g., GED)",
0,http://sleepanddreamdatabase.org/dream/person?personid=harris_2011:007672,Female,34,,,Married,"College graduate (e.g., B.A., A.B., B.S.)",
0,http://sleepanddreamdatabase.org/dream/person?personid=harris_2011:007622,Male,53,,,Married,"College graduate (e.g., B.A., A.B., B.S.)",
0,http://sleepanddreamdatabase.org/dream/person?personid=harris_2011:007609,Female,33,,,Divorced,"Completed some college, but no degree",
0,http://sleepanddreamdatabase.org/dream/person?personid=harris_2011:007597,Male,56,,,"Single, never married",Associate's degree,
0,http://sleepanddreamdatabase.org/dream/person?personid=harris_2011:007571,Female,56,,,Married,Associate's degree,
0,http://sleepanddreamdatabase.org/dream/person?personid=harris_2011:007566,Female,29,,,Married,"College graduate (e.g., B.A., A.B., B.S.)",
0,http://sleepanddreamdatabase.org/dream/person?personid=harris_2011:007532,Female,35,,,"Single, never married","High school graduate or equivalent (e.g., GED)",
0,http://sleepanddreamdatabase.org/dream/person?personid=harris_2011:007510,Female,77,,,Married,"High school graduate or equivalent (e.g., GED)",
0,http://sleepanddreamdatabase.org/dream/person?personid=harris_2011:007505,Female,39,,,Married,"College graduate (e.g., B.A., A.B., B.S.)",
0,http://sleepanddreamdatabase.org/dream/person?personid=harris_2011:007495,Female,80,,,Married,"High school graduate or equivalent (e.g., GED)",
0,http://sleepanddreamdatabase.org/dream/person?personid=harris_2011:007468,Female,76,,,Divorced,"High school graduate or equivalent (e.g., GED)",
0,http://sleepanddreamdatabase.org/dream/person?personid=harris_2011:007458,Female,35,,,Married,"High school graduate or equivalent (e.g., GED)",
